"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 30 10:32:13 UTC 2026","Thu Apr 30 10:32:30 UTC 2026","17942","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T56.spec.ts","","","","Hana_T56 - Cash and Carry Page - Payments - Invoice House Account Payment Section - Functionality Test",""
"passed","Thu Apr 30 10:57:57 UTC 2026","Thu Apr 30 10:59:46 UTC 2026","108758","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewProduct_Test.spec.ts","Web Admin Add New Product Enabled Functionality","","","Hana-1219 Web admin Add New Product Availability Active Enabled Functionality Test",""
"passed","Thu Apr 30 10:43:55 UTC 2026","Thu Apr 30 10:46:14 UTC 2026","138618","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T_Event_Proposal_MakePayment_FunctionalityTest.spec.ts","","","","Hana_T272 - Add Proposal CreateProposalPage Event Functionality Test",""
"passed","Thu Apr 30 10:35:35 UTC 2026","Thu Apr 30 10:36:57 UTC 2026","82813","Hana POS Automation - UI (headless)","emailMarketingTestcases/Hana_T1616_Email_Campaign_Regressin_Testcase_Functionality.spec.ts","","","","Hana_T1616 - Email Campaign - Regression Testcase - Functionality",""
"passed","Thu Apr 30 10:42:33 UTC 2026","Thu Apr 30 10:44:36 UTC 2026","122996","Hana POS Automation - UI (headless)","phoneOrderTestcases/wireout_PhoneOrderTestcases/Hana_T519.spec.ts","","","","Hana_T519 - Order Entry Page - Wire Out - Functionality with Existing customer - Functionality Test",""
"passed","Thu Apr 30 10:33:49 UTC 2026","Thu Apr 30 10:35:34 UTC 2026","105261","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T65.spec.ts","","","","Hana_T65 - Cash and Carry Page - Payments - Payment Section - Add New Customer Functionality Test",""
"passed","Thu Apr 30 10:53:24 UTC 2026","Thu Apr 30 10:55:40 UTC 2026","135126","Hana POS Automation - UI (headless)","recentOrdersTestcases/Hana_T1048.spec.ts","","","","Hana_T1048 - Update Order upgrade order Functionality Test",""
"passed","Thu Apr 30 10:25:51 UTC 2026","Thu Apr 30 10:28:37 UTC 2026","165708","Hana POS Automation - UI (headless)","advanceDispatchTestcases/Hana_T952.spec.ts","","","","Hana_T952 - Advance Dispatch with Existing Customer Functionality Test",""
"passed","Thu Apr 30 10:25:52 UTC 2026","Thu Apr 30 10:28:38 UTC 2026","166275","Hana POS Automation - UI (headless)","advanceDispatchTestcases/Hana_T944.spec.ts","","","","Hana_T944 - Advance Dispatch with Existing Customer Scan Order Functionality Test",""
"passed","Thu Apr 30 10:48:55 UTC 2026","Thu Apr 30 10:51:19 UTC 2026","144416","Hana POS Automation - UI (headless)","quickDispatchTestCases/Hana_T711.spec.ts","","","","Hana_T711 - Quick Dispatch with Existing Customer Scan Order Functionality Test",""
"passed","Thu Apr 30 10:32:36 UTC 2026","Thu Apr 30 10:34:30 UTC 2026","114215","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T61.spec.ts","","","","Hana_T61 - Cash and Carry Page - Payments - Physical Gift Card Payment - Functionality Test",""
"passed","Thu Apr 30 10:42:11 UTC 2026","Thu Apr 30 10:43:54 UTC 2026","103657","Hana POS Automation - UI (headless)","phoneOrderTestcases/wirein_PhoneOrderTestCases/Hana_T455.spec.ts","","","","Hana_T455 - Order Entry Page - Wire In - Wire In Info - Functionality Test",""
"passed","Thu Apr 30 10:53:27 UTC 2026","Thu Apr 30 10:54:41 UTC 2026","74740","Hana POS Automation - UI (headless)","recentOrdersTestcases/Hana_T1431.spec.ts","","","","Hana_T1431 - All Orders Page - Verify status for Cash and Carry order created with an existing customer",""
"failed","Thu Apr 30 11:00:58 UTC 2026","Thu Apr 30 11:02:07 UTC 2026","68562","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/createNewAddonsTest.spec.ts","Web Admin Module - Add-Ons","","","Validate Hana_T_Webadmin_Update_AddOn_Test",""
"passed","Thu Apr 30 10:28:41 UTC 2026","Thu Apr 30 10:30:46 UTC 2026","125227","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T28.spec.ts","","","","Hana_T28 - Cash and Carry Page - Payments - Physical Gift Card Payment - Functionality Test",""
"passed","Thu Apr 30 10:28:41 UTC 2026","Thu Apr 30 10:29:54 UTC 2026","73611","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T33.spec.ts","","","","Hana_T33 - Cash and Carry Page -Purchase Product with Coupon - Functionality Test",""
"passed","Thu Apr 30 10:29:55 UTC 2026","Thu Apr 30 10:31:48 UTC 2026","112950","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T40.spec.ts","","","","Hana_T40 - Cash and Carry Page - Split Payment - Functionality Test",""
"passed","Thu Apr 30 10:43:55 UTC 2026","Thu Apr 30 10:45:53 UTC 2026","118875","Hana POS Automation - UI (headless)","phoneOrderTestcases/wireout_PhoneOrderTestcases/Hana_T520.spec.ts","","","","Hana_T520 - Order Entry Page - Wire Out - Functionality with New customer - Functionality Test",""
"passed","Thu Apr 30 10:37:06 UTC 2026","Thu Apr 30 10:38:57 UTC 2026","110655","Hana POS Automation - UI (headless)","makePaymentTestcases/Hana_T_CheckPaymentTest.spec.ts","","","","Hana_T - Make Payment with Check Payment Functionality Test",""
"passed","Thu Apr 30 10:46:35 UTC 2026","Thu Apr 30 10:48:55 UTC 2026","139746","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T272.spec.ts","","","","Hana_T272 - Add Proposal CreateProposalPage Event Functionality Test",""
"failed","Thu Apr 30 10:34:32 UTC 2026","Thu Apr 30 10:37:04 UTC 2026","152219","Hana POS Automation - UI (headless)","customerPortalPaymentTestcases/Hana_T_CustomerPortalPaymentWithExistingCustomer.spec.ts","","","","Hana_T Customer Portal Payment with Existing Customer Functionality Test",""
"passed","Thu Apr 30 10:51:20 UTC 2026","Thu Apr 30 10:53:51 UTC 2026","151656","Hana POS Automation - UI (headless)","recentOrdersTestcases/Hana_T1047.spec.ts","","","","Hana_T1047 - Update Order upgrade order with Invoice House Account Functionality Test",""
"failed","Thu Apr 30 10:37:48 UTC 2026","Thu Apr 30 10:42:29 UTC 2026","280871","Hana POS Automation - UI (headless)","loginPageTestcases/loginWithMFATest.spec.ts","Login Page Testcases","","","Verify that Login for MFA user session data should not load before OTP verification",""
"passed","Thu Apr 30 10:45:54 UTC 2026","Thu Apr 30 10:48:15 UTC 2026","141183","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T243.spec.ts","","","","Hana_T243 - Wedding Proposal with existing customer Functionality Test",""
"failed","Thu Apr 30 10:38:15 UTC 2026","Thu Apr 30 10:40:24 UTC 2026","129218","Hana POS Automation - UI (headless)","makePaymentTestcases/Hana_T_CreditCardPaymentTest.spec.ts","","","","Hana_T - Make Payment with Credit Card Payment Functionality Test",""
"passed","Thu Apr 30 10:56:51 UTC 2026","Thu Apr 30 10:58:01 UTC 2026","69638","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/websitePage_PickupType_InvoiceHouseAccount_Payment_FunctionalityTest.spec.ts","Website Page - Pickup Type Invoice House Account Payment Functionality","","","Website Page Pickup Type - Invoice House Account Payment End to End Functionality Test",""
"passed","Thu Apr 30 10:40:30 UTC 2026","Thu Apr 30 10:42:10 UTC 2026","100535","Hana POS Automation - UI (headless)","phoneOrderTestcases/pickup_PhoneOrderTestcases/Hana_T270_pickup_functionality_with_existing_customer_functionality_test.spec.ts","","","","Phone Order Pickup Type with Existing Customer Functionality Test",""
"passed","Thu Apr 30 11:00:27 UTC 2026","Thu Apr 30 11:00:58 UTC 2026","31545","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/createNewAddonsTest.spec.ts","Web Admin Module - Add-Ons","","","Validate Hana_T_Webadmin_Add_New_AddOn_Test",""
"passed","Thu Apr 30 10:59:01 UTC 2026","Thu Apr 30 11:00:56 UTC 2026","115085","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewSubscriptionProduct_Test.spec.ts","Web Admin Add New Subscription Product Enabled Functionality","","","Web admin Add New subscription Product Availability Active Enabled Functionality Test",""
"failed","Thu Apr 30 10:48:15 UTC 2026","Thu Apr 30 10:50:38 UTC 2026","142631","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T283.spec.ts","","","","Hana_T272 - Add Event Proposal with New Customer Functionality Test",""
"passed","Thu Apr 30 10:36:58 UTC 2026","Thu Apr 30 10:37:37 UTC 2026","38887","Hana POS Automation - UI (headless)","loginPageTestcases/loginWithMFATest.spec.ts","Login Page Testcases","","","Verify that Login with MFA user is successful",""
"passed","Thu Apr 30 10:51:20 UTC 2026","Thu Apr 30 10:53:24 UTC 2026","124669","Hana POS Automation - UI (headless)","recentOrdersTestcases/Hana_T1046.spec.ts","","","","Hana_T1046 - Update Order Partial Refund Functionality Test",""
"failed","Thu Apr 30 10:59:46 UTC 2026","Thu Apr 30 11:01:26 UTC 2026","99127","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewSubscriptionProductWithAddons_Test.spec.ts","Web Admin Add New Subscription Product Enabled Functionality","","","Web admin Add New subscription Product with New Addons Functionality Test",""
"passed","Thu Apr 30 10:31:48 UTC 2026","Thu Apr 30 10:33:51 UTC 2026","123443","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T53.spec.ts","","","","Hana_T53 - Cash and Carry Page - Payments - Check Payment Section - Functionality Test",""
"passed","Thu Apr 30 10:56:45 UTC 2026","Thu Apr 30 10:57:55 UTC 2026","70081","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/checkoutPage_PickupType_PayAtPickup_Payment_FunctionalityTest.spec.ts","Checkout Page - Pickup Type Pay At Pickup Payment Functionality","","","Checkout Page Pickup Type - Pay At Pickup Payment End to End Functionality Test",""
"passed","Thu Apr 30 10:25:52 UTC 2026","Thu Apr 30 10:28:39 UTC 2026","166561","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T1342.spec.ts","","","","Hana_T1342 - Cash and Carry Page - Payments - E Gift Card Payment - Functionality Test",""
"passed","Thu Apr 30 10:35:24 UTC 2026","Thu Apr 30 10:38:15 UTC 2026","170929","Hana POS Automation - UI (headless)","deliveryConfirmationTestcases/Hana_T1476.spec.ts","","","","Hana_T1476 - Delivery Confirmation with Existing Customer Functionality Test",""
"passed","Thu Apr 30 10:56:50 UTC 2026","Thu Apr 30 10:59:00 UTC 2026","130030","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewCategory_Test.spec.ts","Web Admin Module - Categories","","","Hana_T1242 Webadmin -> Categories - Add New Categories Functionality Test",""
"passed","Thu Apr 30 10:42:07 UTC 2026","Thu Apr 30 10:43:55 UTC 2026","107772","Hana POS Automation - UI (headless)","phoneOrderTestcases/pickup_PhoneOrderTestcases/Hana_T271_pickup_functionality_with_new_customer_functionality_test.spec.ts","","","","Phone Order Pickup Type with New Customer Functionality Test",""
"passed","Thu Apr 30 10:30:19 UTC 2026","Thu Apr 30 10:32:12 UTC 2026","113688","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T43.spec.ts","","","","Hana_T43 - Cash and Carry Page - Payments- Split Payment - Functionality Test",""
