"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 30 08:56:39 UTC 2026","Thu Apr 30 08:59:11 UTC 2026","151929","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewSubscriptionProductWithAddons_Test.spec.ts","Web Admin Add New Subscription Product Enabled Functionality","","","Web admin Add New subscription Product with New Addons Functionality Test",""
"failed","Thu Apr 30 08:40:08 UTC 2026","Thu Apr 30 08:40:18 UTC 2026","9560","Hana POS Automation - UI (headless)","loginPageTestcases/loginWithMFATest.spec.ts","Login Page Testcases","","","Verify that Login for MFA user session data should not load before OTP verification",""
"passed","Thu Apr 30 08:28:42 UTC 2026","Thu Apr 30 08:30:09 UTC 2026","87662","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T51.spec.ts","","","","Hana_T51 - Cash and Carry Page - Payments - Cash Payment Section - Functionality Test",""
"passed","Thu Apr 30 08:45:28 UTC 2026","Thu Apr 30 08:48:12 UTC 2026","163587","Hana POS Automation - UI (headless)","quickDispatchTestCases/Hana_T711.spec.ts","","","","Hana_T711 - Quick Dispatch with Existing Customer Scan Order Functionality Test",""
"passed","Thu Apr 30 08:56:17 UTC 2026","Thu Apr 30 08:58:15 UTC 2026","118417","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewSubscriptionProduct_Test.spec.ts","Web Admin Add New Subscription Product Enabled Functionality","","","Web admin Add New subscription Product Availability Active Enabled Functionality Test",""
"passed","Thu Apr 30 08:36:07 UTC 2026","Thu Apr 30 08:37:40 UTC 2026","93431","Hana POS Automation - UI (headless)","makePaymentTestcases/Hana_T_CheckPaymentTest.spec.ts","","","","Hana_T - Make Payment with Check Payment Functionality Test",""
"failed","Thu Apr 30 08:36:59 UTC 2026","Thu Apr 30 08:39:01 UTC 2026","121933","Hana POS Automation - UI (headless)","makePaymentTestcases/Hana_T_CreditCardPaymentTest.spec.ts","","","","Hana_T - Make Payment with Credit Card Payment Functionality Test",""
"passed","Thu Apr 30 08:33:21 UTC 2026","Thu Apr 30 08:34:43 UTC 2026","81758","Hana POS Automation - UI (headless)","emailMarketingTestcases/Hana_T1616_Email_Campaign_Regressin_Testcase_Functionality.spec.ts","","","","Hana_T1616 - Email Campaign - Regression Testcase - Functionality",""
"passed","Thu Apr 30 08:39:07 UTC 2026","Thu Apr 30 08:40:58 UTC 2026","110506","Hana POS Automation - UI (headless)","phoneOrderTestcases/pickup_PhoneOrderTestcases/Hana_T270_pickup_functionality_with_existing_customer_functionality_test.spec.ts","","","","Phone Order Pickup Type with Existing Customer Functionality Test",""
"passed","Thu Apr 30 08:48:12 UTC 2026","Thu Apr 30 08:50:28 UTC 2026","135831","Hana POS Automation - UI (headless)","recentOrdersTestcases/Hana_T1046.spec.ts","","","","Hana_T1046 - Update Order Partial Refund Functionality Test",""
"passed","Thu Apr 30 08:54:14 UTC 2026","Thu Apr 30 08:56:37 UTC 2026","143747","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewCategory_Test.spec.ts","Web Admin Module - Categories","","","Hana_T1242 Webadmin -> Categories - Add New Categories Functionality Test",""
"passed","Thu Apr 30 08:31:26 UTC 2026","Thu Apr 30 08:33:20 UTC 2026","113775","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T61.spec.ts","","","","Hana_T61 - Cash and Carry Page - Payments - Physical Gift Card Payment - Functionality Test",""
"passed","Thu Apr 30 08:31:36 UTC 2026","Thu Apr 30 08:33:13 UTC 2026","96871","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T68.spec.ts","","","","Hana_T68 - Cash and Carry Page - Payments - Donation Payment Section - Functionality Test",""
"failed","Thu Apr 30 08:51:57 UTC 2026","Thu Apr 30 08:53:03 UTC 2026","65858","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/checkoutPage_PickupType_CreditCard_Payment_FunctionalityTest.spec.ts","Checkout Page - Pickup Type Credit Card Payment Functionality","","","Checkout Page Pickup Type - Credit Card Payment End to End Functionality Test",""
"failed","Thu Apr 30 08:51:47 UTC 2026","Thu Apr 30 08:52:53 UTC 2026","66166","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/checkoutPage_DeliveryType_CreditCard_Payment_FunctionalityTest.spec.ts","","","","Checkout Page - Delivery Type Credit Card Payment Functionality Test",""
"failed","Thu Apr 30 08:44:09 UTC 2026","Thu Apr 30 08:45:23 UTC 2026","74280","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T243.spec.ts","","","","Hana_T243 - Wedding Proposal with existing customer Functionality Test",""
"passed","Thu Apr 30 08:30:03 UTC 2026","Thu Apr 30 08:31:26 UTC 2026","83395","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T56.spec.ts","","","","Hana_T56 - Cash and Carry Page - Payments - Invoice House Account Payment Section - Functionality Test",""
"passed","Thu Apr 30 08:53:09 UTC 2026","Thu Apr 30 08:54:27 UTC 2026","77566","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/checkoutPage_PickupType_PayAtPickup_Payment_FunctionalityTest.spec.ts","Checkout Page - Pickup Type Pay At Pickup Payment Functionality","","","Checkout Page Pickup Type - Pay At Pickup Payment End to End Functionality Test",""
"passed","Thu Apr 30 08:51:56 UTC 2026","Thu Apr 30 08:53:07 UTC 2026","71536","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/checkoutPage_DeliveryType_InvoiceHouseAccount_Payment_FunctionalityTest.spec.ts","Checkout Page - Delivery Type Invoice House Account Payment Functionality","","","Checkout Page Delivery Type - Invoice House Account Payment Functionality Test",""
"passed","Thu Apr 30 08:50:29 UTC 2026","Thu Apr 30 08:51:46 UTC 2026","77134","Hana POS Automation - UI (headless)","recentOrdersTestcases/Hana_T1431.spec.ts","","","","Hana_T1431 - All Orders Page - Verify status for Cash and Carry order created with an existing customer",""
"passed","Thu Apr 30 08:41:07 UTC 2026","Thu Apr 30 08:43:08 UTC 2026","121407","Hana POS Automation - UI (headless)","phoneOrderTestcases/wireout_PhoneOrderTestcases/Hana_T519.spec.ts","","","","Hana_T519 - Order Entry Page - Wire Out - Functionality with Existing customer - Functionality Test",""
"passed","Thu Apr 30 08:31:32 UTC 2026","Thu Apr 30 08:33:21 UTC 2026","108656","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T65.spec.ts","","","","Hana_T65 - Cash and Carry Page - Payments - Payment Section - Add New Customer Functionality Test",""
"passed","Thu Apr 30 08:49:24 UTC 2026","Thu Apr 30 08:51:56 UTC 2026","152871","Hana POS Automation - UI (headless)","recentOrdersTestcases/Hana_T1048.spec.ts","","","","Hana_T1048 - Update Order upgrade order Functionality Test",""
"failed","Thu Apr 30 08:45:28 UTC 2026","Thu Apr 30 08:46:43 UTC 2026","75707","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T283.spec.ts","","","","Hana_T272 - Add Event Proposal with New Customer Functionality Test",""
"passed","Thu Apr 30 08:54:29 UTC 2026","Thu Apr 30 08:57:01 UTC 2026","151998","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewProductWithAddons_Test.spec.ts","Web Admin Add New Product with addons Functionality","","","Hana-1219 Web admin Add New Product Availability Active Enabled Functionality Test",""
"passed","Thu Apr 30 08:50:43 UTC 2026","Thu Apr 30 08:51:56 UTC 2026","72739","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/checkoutPage_DeliveryType_CashOnDelivery_Payment_FunctionalityTest.spec.ts","Checkout Page - Delivery Type Cash On Delivery Payment Functionality","","","Checkout Page Delivery Type - Payment Section as COD Functionality Test",""
"failed","Thu Apr 30 08:24:43 UTC 2026","Thu Apr 30 08:25:57 UTC 2026","73838","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T1342.spec.ts","","","","Hana_T1342 - Cash and Carry Page - Payments - E Gift Card Payment - Functionality Test",""
"passed","Thu Apr 30 08:52:56 UTC 2026","Thu Apr 30 08:54:13 UTC 2026","76802","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/checkoutPage_PickupType_InvoiceHouseAccount_Payment_FunctionalityTest.spec.ts","Checkout Page - Pickup Type Invoice House Account Payment Functionality","","","Checkout Page Pickup Type - Invoice House Account Payment End to End Functionality Test",""
"passed","Thu Apr 30 08:34:43 UTC 2026","Thu Apr 30 08:35:23 UTC 2026","40238","Hana POS Automation - UI (headless)","loginPageTestcases/loginWithMFATest.spec.ts","Login Page Testcases","","","Verify that Login with MFA user is successful",""
"passed","Thu Apr 30 08:28:07 UTC 2026","Thu Apr 30 08:30:03 UTC 2026","116003","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T43.spec.ts","","","","Hana_T43 - Cash and Carry Page - Payments- Split Payment - Functionality Test",""
"passed","Thu Apr 30 08:33:20 UTC 2026","Thu Apr 30 08:36:06 UTC 2026","166022","Hana POS Automation - UI (headless)","deliveryConfirmationTestcases/Hana_T1476.spec.ts","","","","Hana_T1476 - Delivery Confirmation with Existing Customer Functionality Test",""
"passed","Thu Apr 30 08:53:07 UTC 2026","Thu Apr 30 08:54:16 UTC 2026","68044","Hana POS Automation - UI (headless)","website_Testcases/paymentTypeTestcases/websitePage_PickupType_InvoiceHouseAccount_Payment_FunctionalityTest.spec.ts","Website Page - Pickup Type Invoice House Account Payment Functionality","","","Website Page Pickup Type - Invoice House Account Payment End to End Functionality Test",""
"passed","Thu Apr 30 08:37:40 UTC 2026","Thu Apr 30 08:39:07 UTC 2026","87104","Hana POS Automation - UI (headless)","phoneOrderTestcases/delivery_PhoneOrderTestcases/Hana_T446_delivery_functionality_with_existing_customer_functionality_test.spec.ts","","","","Hana_T446 - Phone Order Delivery Type with Existing Customer Functionality Test",""
"passed","Thu Apr 30 08:24:43 UTC 2026","Thu Apr 30 08:27:02 UTC 2026","138697","Hana POS Automation - UI (headless)","advanceDispatchTestcases/Hana_T952.spec.ts","","","","Hana_T952 - Advance Dispatch with Existing Customer Functionality Test",""
"passed","Thu Apr 30 08:54:18 UTC 2026","Thu Apr 30 08:56:17 UTC 2026","119118","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/addNewProduct_Test.spec.ts","Web Admin Add New Product Enabled Functionality","","","Hana-1219 Web admin Add New Product Availability Active Enabled Functionality Test",""
"failed","Thu Apr 30 08:44:22 UTC 2026","Thu Apr 30 08:45:34 UTC 2026","72061","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T272.spec.ts","","","","Hana_T272 - Add Proposal CreateProposalPage Event Functionality Test",""
"passed","Thu Apr 30 08:24:42 UTC 2026","Thu Apr 30 08:26:55 UTC 2026","132337","Hana POS Automation - UI (headless)","advanceDispatchTestcases/Hana_T944.spec.ts","","","","Hana_T944 - Advance Dispatch with Existing Customer Scan Order Functionality Test",""
"failed","Thu Apr 30 08:33:14 UTC 2026","Thu Apr 30 08:36:56 UTC 2026","222406","Hana POS Automation - UI (headless)","customerPortalPaymentTestcases/Hana_T_CustomerPortalPaymentWithExistingCustomer.spec.ts","","","","Hana_T Customer Portal Payment with Existing Customer Functionality Test",""
"passed","Thu Apr 30 08:42:10 UTC 2026","Thu Apr 30 08:44:07 UTC 2026","117373","Hana POS Automation - UI (headless)","phoneOrderTestcases/wireout_PhoneOrderTestcases/Hana_T520.spec.ts","","","","Hana_T520 - Order Entry Page - Wire Out - Functionality with New customer - Functionality Test",""
"passed","Thu Apr 30 08:45:39 UTC 2026","Thu Apr 30 08:48:13 UTC 2026","154165","Hana POS Automation - UI (headless)","quickDispatchTestCases/Hana_T712.spec.ts","","","","Hana_T712 - Quick Dispatch with Existing Customer Functionality Test",""
"passed","Thu Apr 30 08:57:01 UTC 2026","Thu Apr 30 08:57:33 UTC 2026","32494","Hana POS Automation - UI (headless)","website_Testcases/webAdminTestcases/createNewAddonsTest.spec.ts","Web Admin Module - Add-Ons","","","Validate Hana_T_Webadmin_Add_New_AddOn_Test",""
"failed","Thu Apr 30 08:42:54 UTC 2026","Thu Apr 30 08:44:05 UTC 2026","70036","Hana POS Automation - UI (headless)","proposalTestcases/Hana_T_Event_Proposal_MakePayment_FunctionalityTest.spec.ts","","","","Hana_T272 - Add Proposal CreateProposalPage Event Functionality Test",""
"passed","Thu Apr 30 08:30:09 UTC 2026","Thu Apr 30 08:31:32 UTC 2026","82309","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T59.spec.ts","","","","Hana_T59 - Cash and Carry Page - Payments - Paid Outside Hana POH Payment Section - Functionality Test",""
"passed","Thu Apr 30 08:40:23 UTC 2026","Thu Apr 30 08:42:10 UTC 2026","106791","Hana POS Automation - UI (headless)","phoneOrderTestcases/pickup_PhoneOrderTestcases/Hana_T271_pickup_functionality_with_new_customer_functionality_test.spec.ts","","","","Phone Order Pickup Type with New Customer Functionality Test",""
"passed","Thu Apr 30 08:26:03 UTC 2026","Thu Apr 30 08:28:00 UTC 2026","116979","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T28.spec.ts","","","","Hana_T28 - Cash and Carry Page - Payments - Physical Gift Card Payment - Functionality Test",""
"passed","Thu Apr 30 08:28:00 UTC 2026","Thu Apr 30 08:29:44 UTC 2026","103951","Hana POS Automation - UI (headless)","cash_And_Carry_Page_Testcases/Hana_T40.spec.ts","","","","Hana_T40 - Cash and Carry Page - Split Payment - Functionality Test",""
